ProteinDisplayName,StructureSegmentationFileId,StructureSegmentationAlgorithmVersion,WorkflowId,NucleusSegmentationFilename,NucMembSegmentationAlgorithm,StructureContourFilename,CellIndex,NucleusSegmentationFileId,Gene,MembraneContourFilename,WellId,NucleusContourFileId,StructureShortName,NucMembSegmentationAlgorithmVersion,WellName,MembraneContourFileId,Workflow,ColonyPosition,MembraneSegmentationFilename,CellId,ChannelIndexStructure,Passage,NucleusContourReadPath,InstrumentId,Protein,PixelScaleZ,Objective,StructureSegmentationAlgorithm,PixelScaleX,PixelScaleY,CellLine,NucleusContourFilename,MembraneSegmentationReadPath,Row,CellPopulationId,StructureId,MembraneSegmentationFileId,MembraneContourReadPath,StructureSegmentationReadPath,NucleusSegmentationReadPath,CellLineId,StructureContourReadPath,ChannelIndexDNA,SourceFilename,FOVId,StructureContourFileId,RunId,Structure,Clone,Col,StructureDisplayName,DataSetId,SourceFileId,StructureSegmentationFilename,ChannelIndexMembrane,ChannelIndexBrightfield,PlateId,StructEducationName,SourceReadPath,StructureId/Name,CellLineId/Name,ProteinId/Name
Tom20,fada4c69b73d4160bcb5c2d3192b9dee,51.0,1,3500000971_100X_20170614_1-Scene-15-P15-E06.czi_nucWholeIndexImageScale.tiff,Matlab nucleus/membrane segmentation,3500000971_100X_20170614_1-Scene-15-P15-E06_structImageScaleContourXY.tiff,1,4f0b6f70231c44baa054408ed665c25f,TOMM20,3500000971_100X_20170614_1-Scene-15-P15-E06_cellImageScaleContourXY.tiff,27798,9f9f2d8856d24ad3b2a324d40152f3ee,Mitochondria,1.3.0,E6,438106b829074876b3f26f960450a666,Pipeline 4,center,3500000971_100X_20170614_1-Scene-15-P15-E06.czi_cellWholeIndexImageScale.tiff,20166,3,37,/allen/programs/allencell/data/proj0/3ee/52f/401/24d/2a3/d3b/24a/56d/d88/9f2/9f/3500000971_100X_20170614_1-Scene-15-P15-E06_nucImageScaleContourXY.tiff,6,Tom20,0.29,100.0,Python TOMM20 structure segmentation,0.10833333333333332,0.10833333333333332,AICS-11,3500000971_100X_20170614_1-Scene-15-P15-E06_nucImageScaleContourXY.tiff,/allen/programs/allencell/data/proj0/495/032/433/aa1/039/a59/a42/b79/6e2/2ce/9c/3500000971_100X_20170614_1-Scene-15-P15-E06.czi_cellWholeIndexImageScale.tiff,4,5225,3,9c2ce6e2b79a42a59039aa1433032495,/allen/programs/allencell/data/proj0/666/50a/604/6f9/3f2/76b/748/290/6b8/810/43/3500000971_100X_20170614_1-Scene-15-P15-E06_cellImageScaleContourXY.tiff,/allen/programs/allencell/data/proj0/dee/2b9/319/c2d/cb5/60b/d41/b73/c69/da4/fa/3500000971_100X_20170614_1-Scene-15-P15-E06_structImageScaleSegment.tiff,/allen/programs/allencell/data/proj0/25f/65c/ed6/408/054/baa/c44/231/f70/0b6/4f/3500000971_100X_20170614_1-Scene-15-P15-E06.czi_nucWholeIndexImageScale.tiff,15,/allen/programs/allencell/data/proj0/f34/23f/48d/743/1ca/bf8/64c/60d/270/fef/be/3500000971_100X_20170614_1-Scene-15-P15-E06_structImageScaleContourXY.tiff,5,3500000971_100X_20170614_1-Scene-15-P15-E06.ome.tiff,2860,befef27060d64cbf81ca74348d23ff34,,Mitochondria,27,5,Mitochondria,3,27436e89ea7f4b998778473103e080a8,3500000971_100X_20170614_1-Scene-15-P15-E06_struct_segmentation.tiff,1,6,3500000971,,/allen/programs/allencell/data/proj0/0a8/e08/103/473/778/998/f4b/ea7/e89/436/27/3500000971_100X_20170614_1-Scene-15-P15-E06.ome.tiff,Mitochondria,AICS-11,Tom20
Tom20,b7b5fa4c26a84509830733b950e89de4,51.0,1,3500001012_100X_20170627_3-Scene-05-P17-E06.czi_nucWholeIndexImageScale.tiff,Matlab nucleus/membrane segmentation,3500001012_100X_20170627_3-Scene-05-P17-E06_structImageScaleContourXY.tiff,6,a1ab8d4484504715b6841a7186441749,TOMM20,3500001012_100X_20170627_3-Scene-05-P17-E06_cellImageScaleContourXY.tiff,25206,e9b0c21e2a054142967e1fe80faf5ec9,Mitochondria,1.3.0,E6,c114d7676bf342718aa62474c4dc0e04,Pipeline 4,center,3500001012_100X_20170627_3-Scene-05-P17-E06.czi_cellWholeIndexImageScale.tiff,11921,3,41,/allen/programs/allencell/data/proj0/ec9/af5/80f/1fe/67e/429/541/2a0/21e/b0c/e9/3500001012_100X_20170627_3-Scene-05-P17-E06_nucImageScaleContourXY.tiff,6,Tom20,0.29,100.0,Python TOMM20 structure segmentation,0.10833333333333332,0.10833333333333332,AICS-11,3500001012_100X_20170627_3-Scene-05-P17-E06_nucImageScaleContourXY.tiff,/allen/programs/allencell/data/proj0/6c4/d8c/a78/20a/2ce/6aa/542/6de/97f/947/8d/3500001012_100X_20170627_3-Scene-05-P17-E06.czi_cellWholeIndexImageScale.tiff,4,5229,3,8d94797f6de5426aa2ce20aa78d8c6c4,/allen/programs/allencell/data/proj0/e04/dc0/4c4/247/aa6/718/342/6bf/767/14d/c1/3500001012_100X_20170627_3-Scene-05-P17-E06_cellImageScaleContourXY.tiff,/allen/programs/allencell/data/proj0/de4/e89/950/33b/307/098/845/26a/a4c/b5f/b7/3500001012_100X_20170627_3-Scene-05-P17-E06_structImageScaleSegment.tiff,/allen/programs/allencell/data/proj0/749/441/186/1a7/684/15b/047/845/d44/ab8/a1/3500001012_100X_20170627_3-Scene-05-P17-E06.czi_nucWholeIndexImageScale.tiff,15,/allen/programs/allencell/data/proj0/a48/943/5f1/504/ee6/a9b/b4e/368/489/9ed/f4/3500001012_100X_20170627_3-Scene-05-P17-E06_structImageScaleContourXY.tiff,5,3500001012_100X_20170627_3-Scene-05-P17-E06.ome.tiff,3835,f49ed489368b4ea9bee65045f1943a48,,Mitochondria,27,5,Mitochondria,3,f324117d053e44c4bea5fb1a0b69f2a6,3500001012_100X_20170627_3-Scene-05-P17-E06_struct_segmentation.tiff,1,6,3500001012,,/allen/programs/allencell/data/proj0/2a6/69f/a0b/fb1/ea5/c4b/e44/053/17d/241/f3/3500001012_100X_20170627_3-Scene-05-P17-E06.ome.tiff,Mitochondria,AICS-11,Tom20
Tom20,bf9c2bf0aac4458e86751dc41a80450f,51.0,1,3500000981_100X_20170616_2-Scene-19-P50-F07.czi_nucWholeIndexImageScale.tiff,Matlab nucleus/membrane segmentation,3500000981_100X_20170616_2-Scene-19-P50-F07_structImageScaleContourXY.tiff,6,e8e7a7056b9447e3b25c04cf46565aa3,TOMM20,3500000981_100X_20170616_2-Scene-19-P50-F07_cellImageScaleContourXY.tiff,23395,9ebc28b60d5d48dc8e3f12a3fb85115a,Mitochondria,1.3.0,F7,eb231a579b1c4b1588b070927421244a,Pipeline 4,center,3500000981_100X_20170616_2-Scene-19-P50-F07.czi_cellWholeIndexImageScale.tiff,17839,3,38,/allen/programs/allencell/data/proj0/15a/851/3fb/12a/e3f/dc8/d48/0d5/8b6/bc2/9e/3500000981_100X_20170616_2-Scene-19-P50-F07_nucImageScaleContourXY.tiff,6,Tom20,0.29,100.0,Python TOMM20 structure segmentation,0.10833333333333332,0.10833333333333332,AICS-11,3500000981_100X_20170616_2-Scene-19-P50-F07_nucImageScaleContourXY.tiff,/allen/programs/allencell/data/proj0/6a1/7c0/a27/f3d/c19/fea/c4f/c31/9f9/398/91/3500000981_100X_20170616_2-Scene-19-P50-F07.czi_cellWholeIndexImageScale.tiff,5,5226,3,913989f9c31c4ffeac19f3da277c06a1,/allen/programs/allencell/data/proj0/44a/212/274/709/8b0/158/c4b/9b1/a57/231/eb/3500000981_100X_20170616_2-Scene-19-P50-F07_cellImageScaleContourXY.tiff,/allen/programs/allencell/data/proj0/6e4/85a/0b8/6b5/cab/82b/443/d81/6b4/fb6/38/3500000981_100X_20170616_2-Scene-19-P50-F07_structImageScaleSegment.tiff,/allen/programs/allencell/data/proj0/aa3/565/f46/04c/25c/e3b/447/6b9/705/e7a/e8/3500000981_100X_20170616_2-Scene-19-P50-F07.czi_nucWholeIndexImageScale.tiff,15,/allen/programs/allencell/data/proj0/c97/7cd/170/e75/5a6/549/944/328/452/fe6/a6/3500000981_100X_20170616_2-Scene-19-P50-F07_structImageScaleContourXY.tiff,5,3500000981_100X_20170616_2-Scene-19-P50-F07.ome.tiff,3175,a6fe64523289445495a6e751707cdc97,,Mitochondria,27,6,Mitochondria,3,271ed883446841388654d2a125393d8d,3500000981_100X_20170616_2-Scene-19-P50-F07_struct_segmentation.tiff,1,6,3500000981,,/allen/programs/allencell/data/proj0/d8d/393/125/d2a/654/388/841/446/883/1ed/27/3500000981_100X_20170616_2-Scene-19-P50-F07.ome.tiff,Mitochondria,AICS-11,Tom20
Tom20,aa58fcb6bf3344179184b6664cd563ee,51.0,1,3500000976_100X_20170613_3-Scene-06-P27-F05.czi_nucWholeIndexImageScale.tiff,Matlab nucleus/membrane segmentation,3500000976_100X_20170613_3-Scene-06-P27-F05_structImageScaleContourXY.tiff,2,5814b49f96c14edb90eff0364d5d8458,TOMM20,3500000976_100X_20170613_3-Scene-06-P27-F05_cellImageScaleContourXY.tiff,22913,6d50faebdc884234b2539754a05442e4,Mitochondria,1.3.0,F5,a5584237e7b340e589a1f6d8b0591f16,Pipeline 4,center,3500000976_100X_20170613_3-Scene-06-P27-F05.czi_cellWholeIndexImageScale.tiff,20787,3,37,/allen/programs/allencell/data/proj0/2e4/544/4a0/975/253/34b/842/dc8/aeb/50f/6d/3500000976_100X_20170613_3-Scene-06-P27-F05_nucImageScaleContourXY.tiff,6,Tom20,0.29,100.0,Python TOMM20 structure segmentation,0.10833333333333332,0.10833333333333332,AICS-11,3500000976_100X_20170613_3-Scene-06-P27-F05_nucImageScaleContourXY.tiff,/allen/programs/allencell/data/proj0/92e/aba/e96/de0/9c2/fb9/645/902/6e6/f42/b6/3500000976_100X_20170613_3-Scene-06-P27-F05.czi_cellWholeIndexImageScale.tiff,5,5225,3,b6f426e6902645fb99c2de0e96aba92e,/allen/programs/allencell/data/proj0/f16/591/8b0/f6d/9a1/e58/340/e7b/237/584/a5/3500000976_100X_20170613_3-Scene-06-P27-F05_cellImageScaleContourXY.tiff,/allen/programs/allencell/data/proj0/912/a1c/99e/245/896/06b/844/a60/dfe/808/16/3500000976_100X_20170613_3-Scene-06-P27-F05_structImageScaleSegment.tiff,/allen/programs/allencell/data/proj0/458/5d8/64d/f03/0ef/db9/14e/96c/49f/14b/58/3500000976_100X_20170613_3-Scene-06-P27-F05.czi_nucWholeIndexImageScale.tiff,15,/allen/programs/allencell/data/proj0/e5f/b12/0b9/8d0/971/03b/543/a7a/a0a/737/97/3500000976_100X_20170613_3-Scene-06-P27-F05_struct_contour.tiff,5,3500000976_100X_20170613_3-Scene-06-P27-F05.ome.tiff,3314,97737a0aa7a54303b9718d00b9b12e5f,,Mitochondria,27,4,Mitochondria,3,cf3cb0bfa0b2451289538e0859dc9fbb,3500000976_100X_20170613_3-Scene-06-P27-F05_struct_segmentation.tiff,1,6,3500000976,,/allen/programs/allencell/data/proj0/fbb/dc9/859/8e0/953/128/245/a0b/0bf/3cb/cf/3500000976_100X_20170613_3-Scene-06-P27-F05.ome.tiff,Mitochondria,AICS-11,Tom20
Tom20,b39628e480da4bbe9392bbce0643c37a,51.0,1,3500000972_100X_20170614_3-Scene-5-P14-E06.czi_nucWholeIndexImageScale.tiff,Matlab nucleus/membrane segmentation,3500000972_100X_20170614_3-Scene-5-P14-E06_structImageScaleContourXY.tiff,6,295a0633138b4dc492a3700df5f4d1ec,TOMM20,3500000972_100X_20170614_3-Scene-5-P14-E06_cellImageScaleContourXY.tiff,27894,1a4131ab61d244caa780406ba63b582f,Mitochondria,1.3.0,E6,9cc2e427440940b7ab10ca6ba7748df4,Pipeline 4,center,3500000972_100X_20170614_3-Scene-5-P14-E06.czi_cellWholeIndexImageScale.tiff,10567,3,37,/allen/programs/allencell/data/proj0/82f/3b5/ba6/406/780/caa/244/61d/1ab/413/1a/3500000972_100X_20170614_3-Scene-5-P14-E06_nucImageScaleContourXY.tiff,5,Tom20,0.29,100.0,Python TOMM20 structure segmentation,0.10833333333333332,0.10833333333333332,AICS-11,3500000972_100X_20170614_3-Scene-5-P14-E06_nucImageScaleContourXY.tiff,/allen/programs/allencell/data/proj0/81b/344/df9/505/7f1/47b/c4c/bce/d9b/3de/86/3500000972_100X_20170614_3-Scene-5-P14-E06.czi_cellWholeIndexImageScale.tiff,4,5225,3,863ded9bbcec4c47b7f1505df934481b,/allen/programs/allencell/data/proj0/df4/748/ba7/ca6/b10/b7a/940/440/427/c2e/9c/3500000972_100X_20170614_3-Scene-5-P14-E06_cellImageScaleContourXY.tiff,/allen/programs/allencell/data/proj0/f6f/a61/a58/a8d/ead/c39/a47/7d9/d9b/37d/7c/3500000972_100X_20170614_3-Scene-5-P14-E06_structImageScaleSegment.tiff,/allen/programs/allencell/data/proj0/1ec/f4d/df5/700/2a3/c49/b4d/138/633/5a0/29/3500000972_100X_20170614_3-Scene-5-P14-E06.czi_nucWholeIndexImageScale.tiff,15,/allen/programs/allencell/data/proj0/e98/f4b/e8f/065/686/569/546/052/ea9/2cf/e5/3500000972_100X_20170614_3-Scene-5-P14-E06_structImageScaleContourXY.tiff,5,3500000972_100X_20170614_3-Scene-5-P14-E06.ome.tiff,2941,e52cfea9052546569686065e8ff4be98,,Mitochondria,27,5,Mitochondria,3,69096578dd5c4edba5de79b6f06408c2,3500000972_100X_20170614_3-Scene-5-P14-E06_struct_segmentation.tiff,1,6,3500000972,,/allen/programs/allencell/data/proj0/8c2/640/6f0/79b/5de/dba/c4e/dd5/578/096/69/3500000972_100X_20170614_3-Scene-5-P14-E06.ome.tiff,Mitochondria,AICS-11,Tom20
Tom20,e5165e209a92416ea367425ad7e5ba79,51.0,1,3500000986_100X_20170620_5-Scene-06-P26-E06.czi_nucWholeIndexImageScale.tiff,Matlab nucleus/membrane segmentation,3500000986_100X_20170620_5-Scene-06-P26-E06_structImageScaleContourXY.tiff,5,5c9046d9ac0242c297f50ccde1403674,TOMM20,3500000986_100X_20170620_5-Scene-06-P26-E06_cellImageScaleContourXY.tiff,23478,227ae6cda3ce4156af25cae72676001a,Mitochondria,1.3.0,E6,56dd18e534b44491a6e012bf50596aa4,Pipeline 4,center,3500000986_100X_20170620_5-Scene-06-P26-E06.czi_cellWholeIndexImageScale.tiff,19394,3,39,/allen/programs/allencell/data/proj0/01a/760/726/cae/f25/56a/e41/a3c/6cd/7ae/22/3500000986_100X_20170620_5-Scene-06-P26-E06_nucImageScaleContourXY.tiff,5,Tom20,0.29,100.0,Python TOMM20 structure segmentation,0.10833333333333332,0.10833333333333332,AICS-11,3500000986_100X_20170620_5-Scene-06-P26-E06_nucImageScaleContourXY.tiff,/allen/programs/allencell/data/proj0/349/07c/af7/87e/d8b/2e9/c42/e45/bad/fc2/9f/3500000986_100X_20170620_5-Scene-06-P26-E06.czi_cellWholeIndexImageScale.tiff,4,5227,3,9ffc2bade45c422e9d8b87eaf707c349,/allen/programs/allencell/data/proj0/aa4/596/f50/12b/6e0/91a/444/34b/8e5/dd1/56/3500000986_100X_20170620_5-Scene-06-P26-E06_cellImageScaleContourXY.tiff,/allen/programs/allencell/data/proj0/a79/e5b/ad7/425/367/6ea/241/9a9/e20/165/e5/3500000986_100X_20170620_5-Scene-06-P26-E06_struct_segmentation.tiff,/allen/programs/allencell/data/proj0/674/403/de1/0cc/7f5/c29/242/ac0/6d9/904/5c/3500000986_100X_20170620_5-Scene-06-P26-E06.czi_nucWholeIndexImageScale.tiff,15,/allen/programs/allencell/data/proj0/468/0c4/1e9/bac/907/9ba/944/e3a/583/c5b/12/3500000986_100X_20170620_5-Scene-06-P26-E06_struct_contour.tiff,5,3500000986_100X_20170620_5-Scene-06-P26-E06.ome.tiff,3360,de3a0d77813e4951ac0680e93ec112f3,,Mitochondria,27,5,Mitochondria,3,c8655afa9daa43b6bf46bf89f3172e80,3500000986_100X_20170620_5-Scene-06-P26-E06_struct_segmentation.tiff,1,6,3500000986,,/allen/programs/allencell/data/proj0/e80/172/9f3/bf8/f46/b6b/a43/9da/afa/655/c8/3500000986_100X_20170620_5-Scene-06-P26-E06.ome.tiff,Mitochondria,AICS-11,Tom20
Tom20,6a0d6feb2ace4655a7d7ea9bd2417813,51.0,1,3500000994_100X_20170621_5-Scene-6-P25-E06.czi_nucWholeIndexImageScale.tiff,Matlab nucleus/membrane segmentation,3500000994_100X_20170621_5-Scene-6-P25-E06_structImageScaleContourXY.tiff,1,95a55e29f4b14ec89a4dced9afa8adb5,TOMM20,3500000994_100X_20170621_5-Scene-6-P25-E06_cellImageScaleContourXY.tiff,28758,26ad0313c6a84a4c99e0ed687b012064,Mitochondria,1.3.0,E6,6b823cb513834e3aaeba3870bd6513fd,Pipeline 4,center,3500000994_100X_20170621_5-Scene-6-P25-E06.czi_cellWholeIndexImageScale.tiff,22067,3,39,/allen/programs/allencell/data/proj0/064/012/87b/ed6/9e0/4c9/84a/c6a/313/ad0/26/3500000994_100X_20170621_5-Scene-6-P25-E06_nucImageScaleContourXY.tiff,5,Tom20,0.29,100.0,Python TOMM20 structure segmentation,0.10833333333333332,0.10833333333333332,AICS-11,3500000994_100X_20170621_5-Scene-6-P25-E06_nucImageScaleContourXY.tiff,/allen/programs/allencell/data/proj0/c10/255/e2b/fc2/6cb/4ea/64a/56a/58c/0a3/bb/3500000994_100X_20170621_5-Scene-6-P25-E06.czi_cellWholeIndexImageScale.tiff,4,5227,3,bb0a358c56a64a4ea6cbfc2e2b255c10,/allen/programs/allencell/data/proj0/3fd/651/0bd/387/eba/3aa/34e/138/cb5/823/6b/3500000994_100X_20170621_5-Scene-6-P25-E06_cellImageScaleContourXY.tiff,/allen/programs/allencell/data/proj0/813/417/bd2/ea9/7d7/55a/e46/2ac/feb/0d6/6a/3500000994_100X_20170621_5-Scene-6-P25-E06_structImageScaleSegment.tiff,/allen/programs/allencell/data/proj0/db5/a8a/9af/ced/a4d/c89/14e/f4b/e29/a55/95/3500000994_100X_20170621_5-Scene-6-P25-E06.czi_nucWholeIndexImageScale.tiff,15,/allen/programs/allencell/data/proj0/34b/b32/df6/e1a/6d9/ea9/441/6d3/641/d49/63/3500000994_100X_20170621_5-Scene-6-P25-E06_struct_contour.tiff,5,3500000994_100X_20170621_5-Scene-6-P25-E06.ome.tiff,3395,a7df27ce9fc3433fb2b44c4e097ff05c,,Mitochondria,27,5,Mitochondria,3,c59b6c51779f4bc890c0d7e0937ea69f,3500000994_100X_20170621_5-Scene-6-P25-E06_struct_segmentation.tiff,1,6,3500000994,,/allen/programs/allencell/data/proj0/69f/7ea/093/d7e/0c0/c89/f4b/779/c51/9b6/c5/3500000994_100X_20170621_5-Scene-6-P25-E06.ome.tiff,Mitochondria,AICS-11,Tom20
Tom20,dcd6e1a19df444c8aecb538d6ca1b6a7,51.0,1,3500000971_100X_20170614_2-Scene-04-P22-E07.czi_nucWholeIndexImageScale.tiff,Matlab nucleus/membrane segmentation,3500000971_100X_20170614_2-Scene-04-P22-E07_structImageScaleContourXY.tiff,11,61f422dba3844742b6052d40cbd0a602,TOMM20,3500000971_100X_20170614_2-Scene-04-P22-E07_cellImageScaleContourXY.tiff,27799,19b51e134fc148ca8d65c3e186fe4d09,Mitochondria,1.3.0,E7,cd55961fd7ab4f1c832c77e18ce0a37e,Pipeline 4,center,3500000971_100X_20170614_2-Scene-04-P22-E07.czi_cellWholeIndexImageScale.tiff,20244,3,37,/allen/programs/allencell/data/proj0/d09/fe4/186/c3e/d65/ca8/148/4fc/e13/b51/19/3500000971_100X_20170614_2-Scene-04-P22-E07_nucImageScaleContourXY.tiff,6,Tom20,0.29,100.0,Python TOMM20 structure segmentation,0.10833333333333332,0.10833333333333332,AICS-11,3500000971_100X_20170614_2-Scene-04-P22-E07_nucImageScaleContourXY.tiff,/allen/programs/allencell/data/proj0/31e/a24/fb6/a28/d04/388/54e/a41/b2a/dc2/2d/3500000971_100X_20170614_2-Scene-04-P22-E07.czi_cellWholeIndexImageScale.tiff,4,5225,3,2ddc2b2aa4154e388d04a28fb6a2431e,/allen/programs/allencell/data/proj0/37e/e0a/18c/77e/32c/1c8/b4f/d7a/61f/559/cd/3500000971_100X_20170614_2-Scene-04-P22-E07_cellImageScaleContourXY.tiff,/allen/programs/allencell/data/proj0/f79/fb5/b90/1af/663/af9/f4e/961/5d9/180/99/3500000971_100X_20170614_2-Scene-04-P22-E07_struct_segmentation.tiff,/allen/programs/allencell/data/proj0/602/d0a/0cb/2d4/605/42b/447/a38/2db/f42/61/3500000971_100X_20170614_2-Scene-04-P22-E07.czi_nucWholeIndexImageScale.tiff,15,/allen/programs/allencell/data/proj0/908/acc/191/002/cb6/488/543/978/dd7/444/be/3500000971_100X_20170614_2-Scene-04-P22-E07_struct_contour.tiff,5,3500000971_100X_20170614_2-Scene-04-P22-E07.ome.tiff,2884,be444dd7978543488cb6002191acc908,,Mitochondria,27,6,Mitochondria,3,cc48aef81a264f3ab473b0f63dd410a2,3500000971_100X_20170614_2-Scene-04-P22-E07_struct_segmentation.tiff,1,6,3500000971,,/allen/programs/allencell/data/proj0/0a2/d41/63d/b0f/473/3ab/64f/1a2/ef8/48a/cc/3500000971_100X_20170614_2-Scene-04-P22-E07.ome.tiff,Mitochondria,AICS-11,Tom20
Tom20,8fe1134b00da48ff96a64f608cd16194,51.0,1,3500000986_100X_20170620_4-Scene-1-P18-E05.czi_nucWholeIndexImageScale.tiff,Matlab nucleus/membrane segmentation,3500000986_100X_20170620_4-Scene-1-P18-E05_structImageScaleContourXY.tiff,6,3bc2c28cfb4444049bb21253022da1aa,TOMM20,3500000986_100X_20170620_4-Scene-1-P18-E05_cellImageScaleContourXY.tiff,23477,9148a252ed67447a926250e6e10fa01a,Mitochondria,1.3.0,E5,e3268acd59024a14b980bda50b903806,Pipeline 4,center,3500000986_100X_20170620_4-Scene-1-P18-E05.czi_cellWholeIndexImageScale.tiff,19334,3,39,/allen/programs/allencell/data/proj0/01a/0fa/6e1/50e/262/7a9/744/ed6/252/48a/91/3500000986_100X_20170620_4-Scene-1-P18-E05_nucImageScaleContourXY.tiff,5,Tom20,0.29,100.0,Python TOMM20 structure segmentation,0.10833333333333332,0.10833333333333332,AICS-11,3500000986_100X_20170620_4-Scene-1-P18-E05_nucImageScaleContourXY.tiff,/allen/programs/allencell/data/proj0/f09/581/b10/349/338/769/945/ec1/efc/1c7/ff/3500000986_100X_20170620_4-Scene-1-P18-E05.czi_cellWholeIndexImageScale.tiff,4,5227,3,ff1c7efcec1945769338349b10581f09,/allen/programs/allencell/data/proj0/806/903/50b/bda/980/14b/24a/590/acd/268/e3/3500000986_100X_20170620_4-Scene-1-P18-E05_cellImageScaleContourXY.tiff,/allen/programs/allencell/data/proj0/50c/e60/9c1/100/cfd/6c9/d4d/b9e/e6a/af3/07/3500000986_100X_20170620_4-Scene-1-P18-E05_struct_segmentation.tiff,/allen/programs/allencell/data/proj0/1aa/2da/302/125/bb2/049/444/fb4/28c/c2c/3b/3500000986_100X_20170620_4-Scene-1-P18-E05.czi_nucWholeIndexImageScale.tiff,15,/allen/programs/allencell/data/proj0/fa3/0f0/742/d6e/26a/269/341/9f1/0e9/e86/08/3500000986_100X_20170620_4-Scene-1-P18-E05_struct_contour.tiff,5,3500000986_100X_20170620_4-Scene-1-P18-E05.ome.tiff,3338,ef0d64e26fba436f975629a9548e1f76,,Mitochondria,27,4,Mitochondria,3,601293b9948c46d38248255b04b28bce,3500000986_100X_20170620_4-Scene-1-P18-E05_struct_segmentation.tiff,1,6,3500000986,,/allen/programs/allencell/data/proj0/bce/b28/b04/255/248/d38/c46/948/3b9/129/60/3500000986_100X_20170620_4-Scene-1-P18-E05.ome.tiff,Mitochondria,AICS-11,Tom20
Tom20,bf17838760964d2487fcea881f58ae60,51.0,1,3500000959_100X_20170609_5-Scene-04-P24-E06.czi_nucWholeIndexImageScale.tiff,Matlab nucleus/membrane segmentation,3500000959_100X_20170609_5-Scene-04-P24-E06_structImageScaleContourXY.tiff,12,1d88936c8b6e40ab93be2897048bbdcc,TOMM20,3500000959_100X_20170609_5-Scene-04-P24-E06_cellImageScaleContourXY.tiff,22134,ddd414242ee742f5a87a5e02b5408db0,Mitochondria,1.3.0,E6,946a26cc4e904ea8b2a4c0bedce13dca,Pipeline 4,center,3500000959_100X_20170609_5-Scene-04-P24-E06.czi_cellWholeIndexImageScale.tiff,14655,3,36,/allen/programs/allencell/data/proj0/db0/408/2b5/5e0/87a/f5a/742/2ee/424/d41/dd/3500000959_100X_20170609_5-Scene-04-P24-E06_nucImageScaleContourXY.tiff,5,Tom20,0.29,100.0,Python TOMM20 structure segmentation,0.10833333333333332,0.10833333333333332,AICS-11,3500000959_100X_20170609_5-Scene-04-P24-E06_nucImageScaleContourXY.tiff,/allen/programs/allencell/data/proj0/757/7ec/efc/300/619/e9b/f4a/453/018/083/9b/3500000959_100X_20170609_5-Scene-04-P24-E06.czi_cellWholeIndexImageScale.tiff,4,5224,3,9b083018453f4ae9b619300efc7ec757,/allen/programs/allencell/data/proj0/dca/e13/edc/c0b/2a4/a8b/04e/4e9/6cc/6a2/94/3500000959_100X_20170609_5-Scene-04-P24-E06_cellImageScaleContourXY.tiff,/allen/programs/allencell/data/proj0/e60/58a/81f/ea8/7fc/248/64d/609/387/178/bf/3500000959_100X_20170609_5-Scene-04-P24-E06_structImageScaleSegment.tiff,/allen/programs/allencell/data/proj0/dcc/8bb/704/289/3be/ab9/e40/8b6/36c/889/1d/3500000959_100X_20170609_5-Scene-04-P24-E06.czi_nucWholeIndexImageScale.tiff,15,/allen/programs/allencell/data/proj0/696/41d/82a/47d/5d0/1d8/24e/da6/e7e/b8f/c6/3500000959_100X_20170609_5-Scene-04-P24-E06_struct_contour.tiff,5,3500000959_100X_20170609_5-Scene-04-P24-E06.ome.tiff,2784,c6b8fe7eda624e1d85d047d82a41d696,,Mitochondria,27,5,Mitochondria,3,07eb3155495043c896dc578197cd10e4,3500000959_100X_20170609_5-Scene-04-P24-E06_struct_segmentation.tiff,1,6,3500000959,,/allen/programs/allencell/data/proj0/0e4/cd1/197/578/6dc/c89/043/495/155/eb3/07/3500000959_100X_20170609_5-Scene-04-P24-E06.ome.tiff,Mitochondria,AICS-11,Tom20
